theta_1,theta_2,Re(r_ap.tm),Im(r_ap.tm),Abs(r_ap.tm),Arg(r_ap.tm),Re(r_ap.te),Im(r_ap.te),Abs(r_ap.te),Arg(r_ap.te)
+2.45193165E+01,+0.00000000E+00,+8.82536880E-01,-4.14231282E-01,+9.74914817E-01,-4.38840057E-01,+9.14366902E-01,-3.49479878E-01,+9.78878449E-01,-3.65076452E-01
+2.45823070E+01,+0.00000000E+00,+8.82398911E-01,-4.14291241E-01,+9.74815403E-01,-4.38955873E-01,+9.14398108E-01,-3.49217862E-01,+9.78814085E-01,-3.64815024E-01
+2.46453293E+01,+0.00000000E+00,+8.82260432E-01,-4.14351477E-01,+9.74715659E-01,-4.39072193E-01,+9.14429393E-01,-3.48955232E-01,+9.78749646E-01,-3.64552947E-01
+2.47083834E+01,+0.00000000E+00,+8.82121443E-01,-4.14411992E-01,+9.74615585E-01,-4.39189017E-01,+9.14460760E-01,-3.48691989E-01,+9.78685130E-01,-3.64290220E-01
+2.47714694E+01,+0.00000000E+00,+8.81981941E-01,-4.14472787E-01,+9.74515180E-01,-4.39306349E-01,+9.14492207E-01,-3.48428133E-01,+9.78620540E-01,-3.64026845E-01
+2.48345875E+01,+0.00000000E+00,+8.81841925E-01,-4.14533862E-01,+9.74414441E-01,-4.39424191E-01,+9.14523735E-01,-3.48163665E-01,+9.78555875E-01,-3.63762819E-01
+2.48977378E+01,+0.00000000E+00,+8.81701393E-01,-4.14595220E-01,+9.74313370E-01,-4.39542544E-01,+9.14555345E-01,-3.47898583E-01,+9.78491136E-01,-3.63498144E-01
+2.49609204E+01,+0.00000000E+00,+8.81560343E-01,-4.14656861E-01,+9.74211964E-01,-4.39661412E-01,+9.14587036E-01,-3.47632888E-01,+9.78426323E-01,-3.63232818E-01
+2.50241354E+01,+0.00000000E+00,+8.81418774E-01,-4.14718787E-01,+9.74110223E-01,-4.39780796E-01,+9.14618808E-01,-3.47366580E-01,+9.78361439E-01,-3.62966842E-01
+2.50873831E+01,+0.00000000E+00,+8.81276683E-01,-4.14781000E-01,+9.74008147E-01,-4.39900699E-01,+9.14650661E-01,-3.47099660E-01,+9.78296482E-01,-3.62700216E-01
+2.51506634E+01,+0.00000000E+00,+8.81134070E-01,-4.14843500E-01,+9.73905734E-01,-4.40021123E-01,+9.14682597E-01,-3.46832127E-01,+9.78231454E-01,-3.62432939E-01
+2.52139766E+01,+0.00000000E+00,+8.80990931E-01,-4.14906288E-01,+9.73802982E-01,-4.40142070E-01,+9.14714614E-01,-3.46563981E-01,+9.78166355E-01,-3.62165011E-01
+2.52773227E+01,+0.00000000E+00,+8.80847266E-01,-4.14969368E-01,+9.73699893E-01,-4.40263544E-01,+9.14746713E-01,-3.46295222E-01,+9.78101186E-01,-3.61896432E-01
+2.53407019E+01,+0.00000000E+00,+8.80703072E-01,-4.15032738E-01,+9.73596464E-01,-4.40385545E-01,+9.14778895E-01,-3.46025850E-01,+9.78035948E-01,-3.61627201E-01
+2.54041144E+01,+0.00000000E+00,+8.80558347E-01,-4.15096402E-01,+9.73492694E-01,-4.40508076E-01,+9.14811159E-01,-3.45755866E-01,+9.77970641E-01,-3.61357318E-01
+2.54675601E+01,+0.00000000E+00,+8.80413091E-01,-4.15160360E-01,+9.73388584E-01,-4.40631141E-01,+9.14843505E-01,-3.45485269E-01,+9.77905267E-01,-3.61086784E-01
+2.55310394E+01,+0.00000000E+00,+8.80267300E-01,-4.15224613E-01,+9.73284131E-01,-4.40754740E-01,+9.14875934E-01,-3.45214060E-01,+9.77839824E-01,-3.60815598E-01
+2.55945523E+01,+0.00000000E+00,+8.80120974E-01,-4.15289164E-01,+9.73179335E-01,-4.40878878E-01,+9.14908446E-01,-3.44942238E-01,+9.77774316E-01,-3.60543759E-01
+2.56580989E+01,+0.00000000E+00,+8.79974109E-01,-4.15354013E-01,+9.73074195E-01,-4.41003555E-01,+9.14941041E-01,-3.44669803E-01,+9.77708741E-01,-3.60271267E-01
+2.57216794E+01,+0.00000000E+00,+8.79826705E-01,-4.15419163E-01,+9.72968710E-01,-4.41128775E-01,+9.14973719E-01,-3.44396756E-01,+9.77643101E-01,-3.59998123E-01
+2.57852939E+01,+0.00000000E+00,+8.79678759E-01,-4.15484613E-01,+9.72862880E-01,-4.41254540E-01,+9.15006480E-01,-3.44123096E-01,+9.77577396E-01,-3.59724325E-01
+2.58489425E+01,+0.00000000E+00,+8.79530269E-01,-4.15550366E-01,+9.72756702E-01,-4.41380852E-01,+9.15039325E-01,-3.43848824E-01,+9.77511627E-01,-3.59449874E-01
+2.59126254E+01,+0.00000000E+00,+8.79381234E-01,-4.15616423E-01,+9.72650177E-01,-4.41507714E-01,+9.15072254E-01,-3.43573940E-01,+9.77445795E-01,-3.59174770E-01
+2.59763427E+01,+0.00000000E+00,+8.79231651E-01,-4.15682786E-01,+9.72543303E-01,-4.41635129E-01,+9.15105266E-01,-3.43298443E-01,+9.77379900E-01,-3.58899011E-01
+2.60400946E+01,+0.00000000E+00,+8.79081519E-01,-4.15749456E-01,+9.72436079E-01,-4.41763099E-01,+9.15138363E-01,-3.43022333E-01,+9.77313943E-01,-3.58622599E-01
+2.61038811E+01,+0.00000000E+00,+8.78930836E-01,-4.15816435E-01,+9.72328505E-01,-4.41891626E-01,+9.15171543E-01,-3.42745611E-01,+9.77247926E-01,-3.58345532E-01
+2.61677025E+01,+0.00000000E+00,+8.78779599E-01,-4.15883723E-01,+9.72220579E-01,-4.42020714E-01,+9.15204809E-01,-3.42468277E-01,+9.77181847E-01,-3.58067810E-01
+2.62315588E+01,+0.00000000E+00,+8.78627806E-01,-4.15951323E-01,+9.72112301E-01,-4.42150364E-01,+9.15238158E-01,-3.42190331E-01,+9.77115709E-01,-3.57789434E-01
+2.62954502E+01,+0.00000000E+00,+8.78475457E-01,-4.16019236E-01,+9.72003669E-01,-4.42280579E-01,+9.15271593E-01,-3.41911772E-01,+9.77049511E-01,-3.57510403E-01
+2.63593768E+01,+0.00000000E+00,+8.78322547E-01,-4.16087463E-01,+9.71894682E-01,-4.42411363E-01,+9.15305112E-01,-3.41632600E-01,+9.76983255E-01,-3.57230716E-01
+2.64233388E+01,+0.00000000E+00,+8.78169076E-01,-4.16156006E-01,+9.71785341E-01,-4.42542717E-01,+9.15338716E-01,-3.41352817E-01,+9.76916942E-01,-3.56950373E-01
+2.64873362E+01,+0.00000000E+00,+8.78015042E-01,-4.16224867E-01,+9.71675642E-01,-4.42674644E-01,+9.15372406E-01,-3.41072421E-01,+9.76850571E-01,-3.56669375E-01
+2.65513694E+01,+0.00000000E+00,+8.77860442E-01,-4.16294046E-01,+9.71565586E-01,-4.42807147E-01,+9.15406181E-01,-3.40791413E-01,+9.76784144E-01,-3.56387720E-01
+2.66154383E+01,+0.00000000E+00,+8.77705274E-01,-4.16363547E-01,+9.71455172E-01,-4.42940229E-01,+9.15440042E-01,-3.40509792E-01,+9.76717661E-01,-3.56105409E-01
+2.66795431E+01,+0.00000000E+00,+8.77549536E-01,-4.16433369E-01,+9.71344398E-01,-4.43073892E-01,+9.15473989E-01,-3.40227559E-01,+9.76651124E-01,-3.55822441E-01
+2.67436840E+01,+0.00000000E+00,+8.77393227E-01,-4.16503514E-01,+9.71233263E-01,-4.43208139E-01,+9.15508022E-01,-3.39944714E-01,+9.76584532E-01,-3.55538816E-01
+2.68078610E+01,+0.00000000E+00,+8.77236343E-01,-4.16573985E-01,+9.71121767E-01,-4.43342973E-01,+9.15542142E-01,-3.39661257E-01,+9.76517887E-01,-3.55254534E-01
+2.68720745E+01,+0.00000000E+00,+8.77078883E-01,-4.16644783E-01,+9.71009909E-01,-4.43478396E-01,+9.15576348E-01,-3.39377187E-01,+9.76451188E-01,-3.54969595E-01
+2.69363244E+01,+0.00000000E+00,+8.76920845E-01,-4.16715909E-01,+9.70897687E-01,-4.43614412E-01,+9.15610640E-01,-3.39092505E-01,+9.76384438E-01,-3.54683997E-01
+2.70006109E+01,+0.00000000E+00,+8.76762227E-01,-4.16787365E-01,+9.70785100E-01,-4.43751022E-01,+9.15645020E-01,-3.38807211E-01,+9.76317637E-01,-3.54397742E-01
+2.70649342E+01,+0.00000000E+00,+8.76603025E-01,-4.16859152E-01,+9.70672147E-01,-4.43888231E-01,+9.15679486E-01,-3.38521304E-01,+9.76250785E-01,-3.54110828E-01
+2.71292945E+01,+0.00000000E+00,+8.76443239E-01,-4.16931273E-01,+9.70558827E-01,-4.44026040E-01,+9.15714040E-01,-3.38234785E-01,+9.76183883E-01,-3.53823255E-01
+2.71936918E+01,+0.00000000E+00,+8.76282866E-01,-4.17003728E-01,+9.70445140E-01,-4.44164453E-01,+9.15748682E-01,-3.37947654E-01,+9.76116932E-01,-3.53535024E-01
+2.72581263E+01,+0.00000000E+00,+8.76121903E-01,-4.17076520E-01,+9.70331084E-01,-4.44303473E-01,+9.15783411E-01,-3.37659911E-01,+9.76049933E-01,-3.53246133E-01
+2.73225981E+01,+0.00000000E+00,+8.75960349E-01,-4.17149650E-01,+9.70216658E-01,-4.44443102E-01,+9.15818229E-01,-3.37371555E-01,+9.75982886E-01,-3.52956583E-01
+2.73871075E+01,+0.00000000E+00,+8.75798200E-01,-4.17223119E-01,+9.70101860E-01,-4.44583343E-01,+9.15853134E-01,-3.37082586E-01,+9.75915792E-01,-3.52666373E-01
+2.74516545E+01,+0.00000000E+00,+8.75635456E-01,-4.17296930E-01,+9.69986691E-01,-4.44724200E-01,+9.15888128E-01,-3.36793006E-01,+9.75848652E-01,-3.52375502E-01
+2.75162393E+01,+0.00000000E+00,+8.75472114E-01,-4.17371084E-01,+9.69871148E-01,-4.44865675E-01,+9.15923211E-01,-3.36502813E-01,+9.75781467E-01,-3.52083972E-01
+2.75808621E+01,+0.00000000E+00,+8.75308170E-01,-4.17445583E-01,+9.69755231E-01,-4.45007771E-01,+9.15958382E-01,-3.36212007E-01,+9.75714237E-01,-3.51791780E-01
+2.76455229E+01,+0.00000000E+00,+8.75143624E-01,-4.17520428E-01,+9.69638938E-01,-4.45150491E-01,+9.15993643E-01,-3.35920590E-01,+9.75646963E-01,-3.51498928E-01
+2.77102220E+01,+0.00000000E+00,+8.74978473E-01,-4.17595621E-01,+9.69522269E-01,-4.45293838E-01,+9.16028993E-01,-3.35628559E-01,+9.75579646E-01,-3.51205414E-01
+2.77749595E+01,+0.00000000E+00,+8.74812713E-01,-4.17671164E-01,+9.69405222E-01,-4.45437816E-01,+9.16064433E-01,-3.35335917E-01,+9.75512287E-01,-3.50911238E-01
+2.78397356E+01,+0.00000000E+00,+8.74646344E-01,-4.17747059E-01,+9.69287796E-01,-4.45582427E-01,+9.16099962E-01,-3.35042661E-01,+9.75444886E-01,-3.50616401E-01
+2.79045503E+01,+0.00000000E+00,+8.74479362E-01,-4.17823307E-01,+9.69169991E-01,-4.45727675E-01,+9.16135581E-01,-3.34748794E-01,+9.75377444E-01,-3.50320901E-01
+2.79694039E+01,+0.00000000E+00,+8.74311766E-01,-4.17899910E-01,+9.69051804E-01,-4.45873562E-01,+9.16171291E-01,-3.34454313E-01,+9.75309962E-01,-3.50024739E-01
+2.80342965E+01,+0.00000000E+00,+8.74143552E-01,-4.17976870E-01,+9.68933235E-01,-4.46020092E-01,+9.16207092E-01,-3.34159220E-01,+9.75242441E-01,-3.49727914E-01
+2.80992283E+01,+0.00000000E+00,+8.73974718E-01,-4.18054189E-01,+9.68814282E-01,-4.46167267E-01,+9.16242983E-01,-3.33863515E-01,+9.75174882E-01,-3.49430426E-01
+2.81641994E+01,+0.00000000E+00,+8.73805263E-01,-4.18131868E-01,+9.68694945E-01,-4.46315092E-01,+9.16278965E-01,-3.33567197E-01,+9.75107284E-01,-3.49132274E-01
+2.82292099E+01,+0.00000000E+00,+8.73635182E-01,-4.18209909E-01,+9.68575222E-01,-4.46463568E-01,+9.16315038E-01,-3.33270266E-01,+9.75039650E-01,-3.48833458E-01
+2.82942601E+01,+0.00000000E+00,+8.73464475E-01,-4.18288315E-01,+9.68455112E-01,-4.46612701E-01,+9.16351203E-01,-3.32972722E-01,+9.74971980E-01,-3.48533979E-01
+2.83593500E+01,+0.00000000E+00,+8.73293138E-01,-4.18367086E-01,+9.68334614E-01,-4.46762491E-01,+9.16387460E-01,-3.32674566E-01,+9.74904274E-01,-3.48233834E-01
+2.84244799E+01,+0.00000000E+00,+8.73121170E-01,-4.18446225E-01,+9.68213726E-01,-4.46912944E-01,+9.16423809E-01,-3.32375796E-01,+9.74836534E-01,-3.47933025E-01
+2.84896499E+01,+0.00000000E+00,+8.72948566E-01,-4.18525733E-01,+9.68092448E-01,-4.47064062E-01,+9.16460250E-01,-3.32076414E-01,+9.74768760E-01,-3.47631551E-01
+2.85548601E+01,+0.00000000E+00,+8.72775325E-01,-4.18605613E-01,+9.67970778E-01,-4.47215848E-01,+9.16496784E-01,-3.31776419E-01,+9.74700953E-01,-3.47329411E-01
+2.86201108E+01,+0.00000000E+00,+8.72601445E-01,-4.18685866E-01,+9.67848716E-01,-4.47368306E-01,+9.16533411E-01,-3.31475811E-01,+9.74633114E-01,-3.47026605E-01
+2.86854020E+01,+0.00000000E+00,+8.72426922E-01,-4.18766495E-01,+9.67726259E-01,-4.47521440E-01,+9.16570131E-01,-3.31174590E-01,+9.74565243E-01,-3.46723133E-01
+2.87507340E+01,+0.00000000E+00,+8.72251755E-01,-4.18847500E-01,+9.67603406E-01,-4.47675252E-01,+9.16606944E-01,-3.30872756E-01,+9.74497342E-01,-3.46418994E-01
+2.88161068E+01,+0.00000000E+00,+8.72075940E-01,-4.18928885E-01,+9.67480157E-01,-4.47829745E-01,+9.16643851E-01,-3.30570309E-01,+9.74429412E-01,-3.46114189E-01
+2.88815207E+01,+0.00000000E+00,+8.71899474E-01,-4.19010650E-01,+9.67356510E-01,-4.47984925E-01,+9.16680852E-01,-3.30267248E-01,+9.74361452E-01,-3.45808717E-01
+2.89469759E+01,+0.00000000E+00,+8.71722356E-01,-4.19092798E-01,+9.67232464E-01,-4.48140793E-01,+9.16717947E-01,-3.29963575E-01,+9.74293464E-01,-3.45502576E-01
+2.90124724E+01,+0.00000000E+00,+8.71544583E-01,-4.19175331E-01,+9.67108018E-01,-4.48297353E-01,+9.16755136E-01,-3.29659288E-01,+9.74225449E-01,-3.45195768E-01
+2.90780105E+01,+0.00000000E+00,+8.71366151E-01,-4.19258251E-01,+9.66983169E-01,-4.48454610E-01,+9.16792420E-01,-3.29354387E-01,+9.74157407E-01,-3.44888292E-01
+2.91435903E+01,+0.00000000E+00,+8.71187058E-01,-4.19341560E-01,+9.66857918E-01,-4.48612565E-01,+9.16829800E-01,-3.29048873E-01,+9.74089340E-01,-3.44580147E-01
+2.92092119E+01,+0.00000000E+00,+8.71007302E-01,-4.19425259E-01,+9.66732263E-01,-4.48771224E-01,+9.16867275E-01,-3.28742746E-01,+9.74021248E-01,-3.44271333E-01
+2.92748756E+01,+0.00000000E+00,+8.70826879E-01,-4.19509351E-01,+9.66606202E-01,-4.48930589E-01,+9.16904845E-01,-3.28436005E-01,+9.73953132E-01,-3.43961849E-01
+2.93405816E+01,+0.00000000E+00,+8.70645787E-01,-4.19593838E-01,+9.66479734E-01,-4.49090664E-01,+9.16942511E-01,-3.28128650E-01,+9.73884993E-01,-3.43651696E-01
+2.94063299E+01,+0.00000000E+00,+8.70464023E-01,-4.19678721E-01,+9.66352857E-01,-4.49251453E-01,+9.16980274E-01,-3.27820682E-01,+9.73816832E-01,-3.43340873E-01
+2.94721207E+01,+0.00000000E+00,+8.70281585E-01,-4.19764004E-01,+9.66225572E-01,-4.49412960E-01,+9.17018133E-01,-3.27512099E-01,+9.73748649E-01,-3.43029379E-01
+2.95379543E+01,+0.00000000E+00,+8.70098468E-01,-4.19849687E-01,+9.66097875E-01,-4.49575187E-01,+9.17056089E-01,-3.27202903E-01,+9.73680446E-01,-3.42717214E-01
+2.96038308E+01,+0.00000000E+00,+8.69914672E-01,-4.19935773E-01,+9.65969767E-01,-4.49738139E-01,+9.17094142E-01,-3.26893093E-01,+9.73612223E-01,-3.42404378E-01
+2.96697503E+01,+0.00000000E+00,+8.69730192E-01,-4.20022265E-01,+9.65841244E-01,-4.49901820E-01,+9.17132293E-01,-3.26582669E-01,+9.73543981E-01,-3.42090871E-01
+2.97357131E+01,+0.00000000E+00,+8.69545026E-01,-4.20109163E-01,+9.65712307E-01,-4.50066233E-01,+9.17170542E-01,-3.26271630E-01,+9.73475721E-01,-3.41776691E-01
+2.98017193E+01,+0.00000000E+00,+8.69359170E-01,-4.20196471E-01,+9.65582954E-01,-4.50231382E-01,+9.17208888E-01,-3.25959977E-01,+9.73407444E-01,-3.41461839E-01
+2.98677690E+01,+0.00000000E+00,+8.69172623E-01,-4.20284190E-01,+9.65453183E-01,-4.50397271E-01,+9.17247333E-01,-3.25647710E-01,+9.73339150E-01,-3.41146314E-01
+2.99338626E+01,+0.00000000E+00,+8.68985380E-01,-4.20372322E-01,+9.65322993E-01,-4.50563904E-01,+9.17285877E-01,-3.25334828E-01,+9.73270841E-01,-3.40830116E-01
+3.00000000E+01,+0.00000000E+00,+8.68797440E-01,-4.20460870E-01,+9.65192383E-01,-4.50731284E-01,+9.17324520E-01,-3.25021332E-01,+9.73202518E-01,-3.40513244E-01
+3.00661816E+01,+0.00000000E+00,+8.68608799E-01,-4.20549836E-01,+9.65061350E-01,-4.50899416E-01,+9.17363262E-01,-3.24707221E-01,+9.73134181E-01,-3.40195699E-01
+3.01324074E+01,+0.00000000E+00,+8.68419453E-01,-4.20639222E-01,+9.64929895E-01,-4.51068303E-01,+9.17402104E-01,-3.24392495E-01,+9.73065831E-01,-3.39877479E-01
+3.01986777E+01,+0.00000000E+00,+8.68229401E-01,-4.20729031E-01,+9.64798015E-01,-4.51237950E-01,+9.17441046E-01,-3.24077155E-01,+9.72997469E-01,-3.39558584E-01
+3.02649926E+01,+0.00000000E+00,+8.68038638E-01,-4.20819263E-01,+9.64665709E-01,-4.51408360E-01,+9.17480088E-01,-3.23761199E-01,+9.72929096E-01,-3.39239014E-01
+3.03313524E+01,+0.00000000E+00,+8.67847163E-01,-4.20909923E-01,+9.64532976E-01,-4.51579538E-01,+9.17519231E-01,-3.23444628E-01,+9.72860713E-01,-3.38918768E-01
+3.03977571E+01,+0.00000000E+00,+8.67654971E-01,-4.21001011E-01,+9.64399813E-01,-4.51751487E-01,+9.17558475E-01,-3.23127442E-01,+9.72792321E-01,-3.38597846E-01
+3.04642070E+01,+0.00000000E+00,+8.67462059E-01,-4.21092531E-01,+9.64266220E-01,-4.51924212E-01,+9.17597821E-01,-3.22809641E-01,+9.72723920E-01,-3.38276248E-01
+3.05307023E+01,+0.00000000E+00,+8.67268425E-01,-4.21184484E-01,+9.64132196E-01,-4.52097716E-01,+9.17637268E-01,-3.22491224E-01,+9.72655512E-01,-3.37953972E-01
+3.05972432E+01,+0.00000000E+00,+8.67074066E-01,-4.21276872E-01,+9.63997738E-01,-4.52272004E-01,+9.17676818E-01,-3.22172191E-01,+9.72587098E-01,-3.37631020E-01
+3.06638297E+01,+0.00000000E+00,+8.66878977E-01,-4.21369699E-01,+9.63862845E-01,-4.52447080E-01,+9.17716470E-01,-3.21852543E-01,+9.72518678E-01,-3.37307390E-01
+3.07304622E+01,+0.00000000E+00,+8.66683156E-01,-4.21462966E-01,+9.63727516E-01,-4.52622949E-01,+9.17756225E-01,-3.21532278E-01,+9.72450253E-01,-3.36983081E-01
+3.07971408E+01,+0.00000000E+00,+8.66486600E-01,-4.21556676E-01,+9.63591749E-01,-4.52799613E-01,+9.17796083E-01,-3.21211398E-01,+9.72381824E-01,-3.36658094E-01
+3.08638657E+01,+0.00000000E+00,+8.66289305E-01,-4.21650831E-01,+9.63455543E-01,-4.52977079E-01,+9.17836044E-01,-3.20889902E-01,+9.72313392E-01,-3.36332428E-01
+3.09306370E+01,+0.00000000E+00,+8.66091269E-01,-4.21745434E-01,+9.63318896E-01,-4.53155349E-01,+9.17876110E-01,-3.20567789E-01,+9.72244959E-01,-3.36006082E-01
+3.09974550E+01,+0.00000000E+00,+8.65892486E-01,-4.21840486E-01,+9.63181807E-01,-4.53334429E-01,+9.17916279E-01,-3.20245060E-01,+9.72176524E-01,-3.35679057E-01
+3.10643198E+01,+0.00000000E+00,+8.65692956E-01,-4.21935991E-01,+9.63044274E-01,-4.53514323E-01,+9.17956554E-01,-3.19921714E-01,+9.72108089E-01,-3.35351351E-01
+3.11312317E+01,+0.00000000E+00,+8.65492673E-01,-4.22031950E-01,+9.62906295E-01,-4.53695034E-01,+9.17996933E-01,-3.19597751E-01,+9.72039656E-01,-3.35022964E-01
+3.11981908E+01,+0.00000000E+00,+8.65291635E-01,-4.22128366E-01,+9.62767870E-01,-4.53876568E-01,+9.18037418E-01,-3.19273172E-01,+9.71971223E-01,-3.34693895E-01
+3.12651974E+01,+0.00000000E+00,+8.65089838E-01,-4.22225242E-01,+9.62628996E-01,-4.54058930E-01,+9.18078009E-01,-3.18947975E-01,+9.71902794E-01,-3.34364145E-01
+3.13322515E+01,+0.00000000E+00,+8.64887279E-01,-4.22322580E-01,+9.62489671E-01,-4.54242122E-01,+9.18118706E-01,-3.18622161E-01,+9.71834368E-01,-3.34033713E-01
+3.13993535E+01,+0.00000000E+00,+8.64683954E-01,-4.22420383E-01,+9.62349895E-01,-4.54426151E-01,+9.18159509E-01,-3.18295730E-01,+9.71765947E-01,-3.33702598E-01
+3.14665034E+01,+0.00000000E+00,+8.64479860E-01,-4.22518652E-01,+9.62209665E-01,-4.54611020E-01,+9.18200420E-01,-3.17968681E-01,+9.71697532E-01,-3.33370800E-01
+3.15337016E+01,+0.00000000E+00,+8.64274993E-01,-4.22617392E-01,+9.62068981E-01,-4.54796734E-01,+9.18241438E-01,-3.17641015E-01,+9.71629123E-01,-3.33038318E-01
+3.16009481E+01,+0.00000000E+00,+8.64069350E-01,-4.22716603E-01,+9.61927840E-01,-4.54983298E-01,+9.18282563E-01,-3.17312730E-01,+9.71560721E-01,-3.32705152E-01
+3.16682433E+01,+0.00000000E+00,+8.63862928E-01,-4.22816289E-01,+9.61786240E-01,-4.55170717E-01,+9.18323797E-01,-3.16983827E-01,+9.71492328E-01,-3.32371301E-01
+3.17355872E+01,+0.00000000E+00,+8.63655722E-01,-4.22916452E-01,+9.61644181E-01,-4.55358995E-01,+9.18365139E-01,-3.16654307E-01,+9.71423944E-01,-3.32036765E-01
+3.18029801E+01,+0.00000000E+00,+8.63447728E-01,-4.23017095E-01,+9.61501660E-01,-4.55548137E-01,+9.18406591E-01,-3.16324167E-01,+9.71355571E-01,-3.31701544E-01
+3.18704222E+01,+0.00000000E+00,+8.63238944E-01,-4.23118221E-01,+9.61358676E-01,-4.55738147E-01,+9.18448152E-01,-3.15993409E-01,+9.71287209E-01,-3.31365636E-01
+3.19379137E+01,+0.00000000E+00,+8.63029366E-01,-4.23219832E-01,+9.61215227E-01,-4.55929031E-01,+9.18489822E-01,-3.15662032E-01,+9.71218859E-01,-3.31029042E-01
+3.20054548E+01,+0.00000000E+00,+8.62818990E-01,-4.23321930E-01,+9.61071311E-01,-4.56120794E-01,+9.18531603E-01,-3.15330036E-01,+9.71150523E-01,-3.30691761E-01
+3.20730457E+01,+0.00000000E+00,+8.62607811E-01,-4.23424519E-01,+9.60926927E-01,-4.56313440E-01,+9.18573495E-01,-3.14997421E-01,+9.71082201E-01,-3.30353792E-01
+3.21406866E+01,+0.00000000E+00,+8.62395828E-01,-4.23527601E-01,+9.60782073E-01,-4.56506973E-01,+9.18615498E-01,-3.14664186E-01,+9.71013894E-01,-3.30015135E-01
+3.22083777E+01,+0.00000000E+00,+8.62183035E-01,-4.23631179E-01,+9.60636748E-01,-4.56701401E-01,+9.18657612E-01,-3.14330332E-01,+9.70945604E-01,-3.29675789E-01
+3.22761193E+01,+0.00000000E+00,+8.61969428E-01,-4.23735256E-01,+9.60490948E-01,-4.56896726E-01,+9.18699839E-01,-3.13995858E-01,+9.70877331E-01,-3.29335755E-01
+3.23439114E+01,+0.00000000E+00,+8.61755005E-01,-4.23839833E-01,+9.60344674E-01,-4.57092954E-01,+9.18742177E-01,-3.13660763E-01,+9.70809077E-01,-3.28995030E-01
+3.24117544E+01,+0.00000000E+00,+8.61539760E-01,-4.23944915E-01,+9.60197922E-01,-4.57290091E-01,+9.18784629E-01,-3.13325049E-01,+9.70740841E-01,-3.28653615E-01
+3.24796484E+01,+0.00000000E+00,+8.61323691E-01,-4.24050504E-01,+9.60050692E-01,-4.57488142E-01,+9.18827194E-01,-3.12988714E-01,+9.70672626E-01,-3.28311510E-01
+3.25475937E+01,+0.00000000E+00,+8.61106793E-01,-4.24156603E-01,+9.59902981E-01,-4.57687111E-01,+9.18869873E-01,-3.12651758E-01,+9.70604433E-01,-3.27968713E-01
+3.26155904E+01,+0.00000000E+00,+8.60889063E-01,-4.24263214E-01,+9.59754788E-01,-4.57887003E-01,+9.18912666E-01,-3.12314181E-01,+9.70536262E-01,-3.27625224E-01
+3.26836388E+01,+0.00000000E+00,+8.60670495E-01,-4.24370341E-01,+9.59606110E-01,-4.58087825E-01,+9.18955574E-01,-3.11975982E-01,+9.70468114E-01,-3.27281043E-01
+3.27517392E+01,+0.00000000E+00,+8.60451087E-01,-4.24477985E-01,+9.59456947E-01,-4.58289581E-01,+9.18998597E-01,-3.11637163E-01,+9.70399991E-01,-3.26936169E-01
+3.28198916E+01,+0.00000000E+00,+8.60230834E-01,-4.24586151E-01,+9.59307296E-01,-4.58492277E-01,+9.19041735E-01,-3.11297721E-01,+9.70331893E-01,-3.26590602E-01
+3.28880963E+01,+0.00000000E+00,+8.60009732E-01,-4.24694841E-01,+9.59157154E-01,-4.58695918E-01,+9.19084990E-01,-3.10957658E-01,+9.70263822E-01,-3.26244340E-01
+3.29563536E+01,+0.00000000E+00,+8.59787777E-01,-4.24804058E-01,+9.59006522E-01,-4.58900509E-01,+9.19128361E-01,-3.10616972E-01,+9.70195778E-01,-3.25897384E-01
+3.30246636E+01,+0.00000000E+00,+8.59564964E-01,-4.24913805E-01,+9.58855396E-01,-4.59106057E-01,+9.19171849E-01,-3.10275664E-01,+9.70127763E-01,-3.25549733E-01
+3.30930267E+01,+0.00000000E+00,+8.59341291E-01,-4.25024085E-01,+9.58703774E-01,-4.59312566E-01,+9.19215455E-01,-3.09933733E-01,+9.70059778E-01,-3.25201386E-01
+3.31614429E+01,+0.00000000E+00,+8.59116751E-01,-4.25134901E-01,+9.58551656E-01,-4.59520041E-01,+9.19259179E-01,-3.09591179E-01,+9.69991823E-01,-3.24852343E-01
+3.32299125E+01,+0.00000000E+00,+8.58891342E-01,-4.25246256E-01,+9.58399038E-01,-4.59728490E-01,+9.19303022E-01,-3.09248002E-01,+9.69923900E-01,-3.24502603E-01
+3.32984358E+01,+0.00000000E+00,+8.58665059E-01,-4.25358153E-01,+9.58245919E-01,-4.59937916E-01,+9.19346983E-01,-3.08904202E-01,+9.69856010E-01,-3.24152165E-01
+3.33670130E+01,+0.00000000E+00,+8.58437897E-01,-4.25470595E-01,+9.58092297E-01,-4.60148326E-01,+9.19391064E-01,-3.08559777E-01,+9.69788154E-01,-3.23801029E-01
+3.34356442E+01,+0.00000000E+00,+8.58209852E-01,-4.25583585E-01,+9.57938170E-01,-4.60359726E-01,+9.19435265E-01,-3.08214728E-01,+9.69720334E-01,-3.23449195E-01
+3.35043298E+01,+0.00000000E+00,+8.57980920E-01,-4.25697127E-01,+9.57783536E-01,-4.60572122E-01,+9.19479587E-01,-3.07869055E-01,+9.69652549E-01,-3.23096661E-01
+3.35730699E+01,+0.00000000E+00,+8.57751096E-01,-4.25811223E-01,+9.57628393E-01,-4.60785518E-01,+9.19524029E-01,-3.07522757E-01,+9.69584801E-01,-3.22743427E-01
