s1,s2,Re(z_ibc1p.tm),Im(z_ibc1p.tm),Abs(z_ibc1p.tm),Arg(z_ibc1p.tm),Re(z_ibc1p.te),Im(z_ibc1p.te),Abs(z_ibc1p.te),Arg(z_ibc1p.te)
+2.75000000E-01,+0.00000000E+00,+1.62530787E-02,+1.98840366E-01,+1.99503518E-01,+1.48923831E+00,+9.37467900E-04,+2.14619228E-01,+2.14621275E-01,+1.56642830E+00
+2.76000000E-01,+0.00000000E+00,+1.62655065E-02,+1.98827064E-01,+1.99491273E-01,+1.48917079E+00,+9.40908594E-04,+2.14615183E-01,+2.14617246E-01,+1.56641219E+00
+2.77000000E-01,+0.00000000E+00,+1.62779941E-02,+1.98813698E-01,+1.99478970E-01,+1.48910293E+00,+9.44365839E-04,+2.14611119E-01,+2.14613197E-01,+1.56639600E+00
+2.78000000E-01,+0.00000000E+00,+1.62905417E-02,+1.98800267E-01,+1.99466609E-01,+1.48903474E+00,+9.47839687E-04,+2.14607036E-01,+2.14609129E-01,+1.56637973E+00
+2.79000000E-01,+0.00000000E+00,+1.63031494E-02,+1.98786773E-01,+1.99454189E-01,+1.48896622E+00,+9.51330189E-04,+2.14602933E-01,+2.14605041E-01,+1.56636338E+00
+2.80000000E-01,+0.00000000E+00,+1.63158175E-02,+1.98773213E-01,+1.99441711E-01,+1.48889735E+00,+9.54837397E-04,+2.14598810E-01,+2.14600934E-01,+1.56634695E+00
+2.81000000E-01,+0.00000000E+00,+1.63285460E-02,+1.98759589E-01,+1.99429174E-01,+1.48882815E+00,+9.58361365E-04,+2.14594667E-01,+2.14596807E-01,+1.56633044E+00
+2.82000000E-01,+0.00000000E+00,+1.63413354E-02,+1.98745900E-01,+1.99416579E-01,+1.48875862E+00,+9.61902144E-04,+2.14590505E-01,+2.14592661E-01,+1.56631386E+00
+2.83000000E-01,+0.00000000E+00,+1.63541856E-02,+1.98732145E-01,+1.99403924E-01,+1.48868874E+00,+9.65459788E-04,+2.14586323E-01,+2.14588495E-01,+1.56629719E+00
+2.84000000E-01,+0.00000000E+00,+1.63670969E-02,+1.98718326E-01,+1.99391210E-01,+1.48861852E+00,+9.69034350E-04,+2.14582121E-01,+2.14584309E-01,+1.56628044E+00
+2.85000000E-01,+0.00000000E+00,+1.63800696E-02,+1.98704440E-01,+1.99378437E-01,+1.48854795E+00,+9.72625884E-04,+2.14577899E-01,+2.14580104E-01,+1.56626362E+00
+2.86000000E-01,+0.00000000E+00,+1.63931037E-02,+1.98690489E-01,+1.99365604E-01,+1.48847705E+00,+9.76234444E-04,+2.14573657E-01,+2.14575878E-01,+1.56624671E+00
+2.87000000E-01,+0.00000000E+00,+1.64061996E-02,+1.98676472E-01,+1.99352712E-01,+1.48840580E+00,+9.79860085E-04,+2.14569395E-01,+2.14571633E-01,+1.56622972E+00
+2.88000000E-01,+0.00000000E+00,+1.64193573E-02,+1.98662388E-01,+1.99339760E-01,+1.48833420E+00,+9.83502861E-04,+2.14565113E-01,+2.14567367E-01,+1.56621266E+00
+2.89000000E-01,+0.00000000E+00,+1.64325771E-02,+1.98648238E-01,+1.99326747E-01,+1.48826225E+00,+9.87162827E-04,+2.14560811E-01,+2.14563082E-01,+1.56619551E+00
+2.90000000E-01,+0.00000000E+00,+1.64458593E-02,+1.98634021E-01,+1.99313674E-01,+1.48818996E+00,+9.90840040E-04,+2.14556488E-01,+2.14558776E-01,+1.56617827E+00
+2.91000000E-01,+0.00000000E+00,+1.64592039E-02,+1.98619738E-01,+1.99300541E-01,+1.48811732E+00,+9.94534555E-04,+2.14552146E-01,+2.14554451E-01,+1.56616096E+00
+2.92000000E-01,+0.00000000E+00,+1.64726112E-02,+1.98605387E-01,+1.99287347E-01,+1.48804433E+00,+9.98246428E-04,+2.14547782E-01,+2.14550104E-01,+1.56614357E+00
+2.93000000E-01,+0.00000000E+00,+1.64860814E-02,+1.98590969E-01,+1.99274093E-01,+1.48797098E+00,+1.00197572E-03,+2.14543398E-01,+2.14545738E-01,+1.56612609E+00
+2.94000000E-01,+0.00000000E+00,+1.64996147E-02,+1.98576484E-01,+1.99260777E-01,+1.48789728E+00,+1.00572248E-03,+2.14538994E-01,+2.14541351E-01,+1.56610853E+00
+2.95000000E-01,+0.00000000E+00,+1.65132114E-02,+1.98561931E-01,+1.99247400E-01,+1.48782323E+00,+1.00948676E-03,+2.14534569E-01,+2.14536944E-01,+1.56609089E+00
+2.96000000E-01,+0.00000000E+00,+1.65268715E-02,+1.98547309E-01,+1.99233962E-01,+1.48774882E+00,+1.01326864E-03,+2.14530123E-01,+2.14532516E-01,+1.56607316E+00
+2.97000000E-01,+0.00000000E+00,+1.65405954E-02,+1.98532620E-01,+1.99220462E-01,+1.48767405E+00,+1.01706816E-03,+2.14525657E-01,+2.14528068E-01,+1.56605535E+00
+2.98000000E-01,+0.00000000E+00,+1.65543833E-02,+1.98517862E-01,+1.99206900E-01,+1.48759893E+00,+1.02088539E-03,+2.14521170E-01,+2.14523599E-01,+1.56603746E+00
+2.99000000E-01,+0.00000000E+00,+1.65682353E-02,+1.98503035E-01,+1.99193276E-01,+1.48752344E+00,+1.02472037E-03,+2.14516662E-01,+2.14519109E-01,+1.56601948E+00
+3.00000000E-01,+0.00000000E+00,+1.65821516E-02,+1.98488140E-01,+1.99179591E-01,+1.48744759E+00,+1.02857318E-03,+2.14512133E-01,+2.14514599E-01,+1.56600142E+00
+3.01000000E-01,+0.00000000E+00,+1.65961326E-02,+1.98473175E-01,+1.99165843E-01,+1.48737138E+00,+1.03244387E-03,+2.14507583E-01,+2.14510067E-01,+1.56598328E+00
+3.02000000E-01,+0.00000000E+00,+1.66101784E-02,+1.98458141E-01,+1.99152032E-01,+1.48729481E+00,+1.03633251E-03,+2.14503012E-01,+2.14505515E-01,+1.56596505E+00
+3.03000000E-01,+0.00000000E+00,+1.66242891E-02,+1.98443037E-01,+1.99138158E-01,+1.48721787E+00,+1.04023914E-03,+2.14498420E-01,+2.14500942E-01,+1.56594673E+00
+3.04000000E-01,+0.00000000E+00,+1.66384652E-02,+1.98427864E-01,+1.99124222E-01,+1.48714057E+00,+1.04416384E-03,+2.14493806E-01,+2.14496348E-01,+1.56592833E+00
+3.05000000E-01,+0.00000000E+00,+1.66527067E-02,+1.98412621E-01,+1.99110222E-01,+1.48706290E+00,+1.04810666E-03,+2.14489171E-01,+2.14491732E-01,+1.56590984E+00
+3.06000000E-01,+0.00000000E+00,+1.66670138E-02,+1.98397307E-01,+1.99096159E-01,+1.48698485E+00,+1.05206766E-03,+2.14484515E-01,+2.14487095E-01,+1.56589127E+00
+3.07000000E-01,+0.00000000E+00,+1.66813869E-02,+1.98381922E-01,+1.99082033E-01,+1.48690644E+00,+1.05604692E-03,+2.14479837E-01,+2.14482437E-01,+1.56587261E+00
+3.08000000E-01,+0.00000000E+00,+1.66958262E-02,+1.98366467E-01,+1.99067843E-01,+1.48682766E+00,+1.06004448E-03,+2.14475138E-01,+2.14477758E-01,+1.56585386E+00
+3.09000000E-01,+0.00000000E+00,+1.67103317E-02,+1.98350941E-01,+1.99053588E-01,+1.48674850E+00,+1.06406042E-03,+2.14470417E-01,+2.14473057E-01,+1.56583503E+00
+3.10000000E-01,+0.00000000E+00,+1.67249039E-02,+1.98335344E-01,+1.99039270E-01,+1.48666897E+00,+1.06809479E-03,+2.14465675E-01,+2.14468335E-01,+1.56581611E+00
+3.11000000E-01,+0.00000000E+00,+1.67395429E-02,+1.98319675E-01,+1.99024887E-01,+1.48658906E+00,+1.07214766E-03,+2.14460911E-01,+2.14463591E-01,+1.56579710E+00
+3.12000000E-01,+0.00000000E+00,+1.67542490E-02,+1.98303934E-01,+1.99010440E-01,+1.48650877E+00,+1.07621910E-03,+2.14456125E-01,+2.14458825E-01,+1.56577800E+00
+3.13000000E-01,+0.00000000E+00,+1.67690223E-02,+1.98288121E-01,+1.98995927E-01,+1.48642811E+00,+1.08030916E-03,+2.14451317E-01,+2.14454038E-01,+1.56575882E+00
+3.14000000E-01,+0.00000000E+00,+1.67838632E-02,+1.98272236E-01,+1.98981350E-01,+1.48634706E+00,+1.08441791E-03,+2.14446487E-01,+2.14449229E-01,+1.56573955E+00
+3.15000000E-01,+0.00000000E+00,+1.67987718E-02,+1.98256279E-01,+1.98966708E-01,+1.48626563E+00,+1.08854543E-03,+2.14441635E-01,+2.14444398E-01,+1.56572019E+00
+3.16000000E-01,+0.00000000E+00,+1.68137484E-02,+1.98240248E-01,+1.98952000E-01,+1.48618382E+00,+1.09269177E-03,+2.14436761E-01,+2.14439545E-01,+1.56570073E+00
+3.17000000E-01,+0.00000000E+00,+1.68287932E-02,+1.98224145E-01,+1.98937226E-01,+1.48610162E+00,+1.09685700E-03,+2.14431865E-01,+2.14434670E-01,+1.56568119E+00
+3.18000000E-01,+0.00000000E+00,+1.68439065E-02,+1.98207969E-01,+1.98922387E-01,+1.48601904E+00,+1.10104118E-03,+2.14426947E-01,+2.14429773E-01,+1.56566156E+00
+3.19000000E-01,+0.00000000E+00,+1.68590885E-02,+1.98191718E-01,+1.98907481E-01,+1.48593607E+00,+1.10524439E-03,+2.14422006E-01,+2.14424854E-01,+1.56564184E+00
+3.20000000E-01,+0.00000000E+00,+1.68743395E-02,+1.98175394E-01,+1.98892509E-01,+1.48585271E+00,+1.10946669E-03,+2.14417042E-01,+2.14419913E-01,+1.56562203E+00
+3.21000000E-01,+0.00000000E+00,+1.68896597E-02,+1.98158996E-01,+1.98877471E-01,+1.48576896E+00,+1.11370815E-03,+2.14412056E-01,+2.14414949E-01,+1.56560213E+00
+3.22000000E-01,+0.00000000E+00,+1.69050493E-02,+1.98142524E-01,+1.98862366E-01,+1.48568482E+00,+1.11796884E-03,+2.14407048E-01,+2.14409963E-01,+1.56558214E+00
+3.23000000E-01,+0.00000000E+00,+1.69205086E-02,+1.98125977E-01,+1.98847194E-01,+1.48560028E+00,+1.12224882E-03,+2.14402017E-01,+2.14404954E-01,+1.56556205E+00
+3.24000000E-01,+0.00000000E+00,+1.69360379E-02,+1.98109355E-01,+1.98831954E-01,+1.48551535E+00,+1.12654817E-03,+2.14396963E-01,+2.14399923E-01,+1.56554188E+00
+3.25000000E-01,+0.00000000E+00,+1.69516374E-02,+1.98092658E-01,+1.98816647E-01,+1.48543002E+00,+1.13086695E-03,+2.14391886E-01,+2.14394869E-01,+1.56552161E+00
+3.26000000E-01,+0.00000000E+00,+1.69673073E-02,+1.98075886E-01,+1.98801273E-01,+1.48534429E+00,+1.13520524E-03,+2.14386787E-01,+2.14389792E-01,+1.56550125E+00
+3.27000000E-01,+0.00000000E+00,+1.69830479E-02,+1.98059038E-01,+1.98785831E-01,+1.48525816E+00,+1.13956311E-03,+2.14381664E-01,+2.14384693E-01,+1.56548080E+00
+3.28000000E-01,+0.00000000E+00,+1.69988595E-02,+1.98042114E-01,+1.98770320E-01,+1.48517163E+00,+1.14394062E-03,+2.14376518E-01,+2.14379570E-01,+1.56546025E+00
+3.29000000E-01,+0.00000000E+00,+1.70147423E-02,+1.98025114E-01,+1.98754741E-01,+1.48508469E+00,+1.14833785E-03,+2.14371349E-01,+2.14374425E-01,+1.56543961E+00
+3.30000000E-01,+0.00000000E+00,+1.70306966E-02,+1.98008037E-01,+1.98739094E-01,+1.48499736E+00,+1.15275487E-03,+2.14366157E-01,+2.14369257E-01,+1.56541887E+00
+3.31000000E-01,+0.00000000E+00,+1.70467227E-02,+1.97990884E-01,+1.98723377E-01,+1.48490961E+00,+1.15719175E-03,+2.14360942E-01,+2.14364065E-01,+1.56539805E+00
+3.32000000E-01,+0.00000000E+00,+1.70628208E-02,+1.97973653E-01,+1.98707592E-01,+1.48482146E+00,+1.16164857E-03,+2.14355703E-01,+2.14358850E-01,+1.56537712E+00
+3.33000000E-01,+0.00000000E+00,+1.70789911E-02,+1.97956345E-01,+1.98691737E-01,+1.48473289E+00,+1.16612540E-03,+2.14350440E-01,+2.14353612E-01,+1.56535611E+00
+3.34000000E-01,+0.00000000E+00,+1.70952340E-02,+1.97938959E-01,+1.98675813E-01,+1.48464392E+00,+1.17062231E-03,+2.14345154E-01,+2.14348351E-01,+1.56533499E+00
+3.35000000E-01,+0.00000000E+00,+1.71115496E-02,+1.97921496E-01,+1.98659819E-01,+1.48455453E+00,+1.17513938E-03,+2.14339844E-01,+2.14343066E-01,+1.56531378E+00
+3.36000000E-01,+0.00000000E+00,+1.71279384E-02,+1.97903954E-01,+1.98643755E-01,+1.48446473E+00,+1.17967669E-03,+2.14334511E-01,+2.14337757E-01,+1.56529248E+00
+3.37000000E-01,+0.00000000E+00,+1.71444005E-02,+1.97886334E-01,+1.98627620E-01,+1.48437451E+00,+1.18423430E-03,+2.14329153E-01,+2.14332425E-01,+1.56527108E+00
+3.38000000E-01,+0.00000000E+00,+1.71609362E-02,+1.97868635E-01,+1.98611416E-01,+1.48428387E+00,+1.18881229E-03,+2.14323772E-01,+2.14327069E-01,+1.56524958E+00
+3.39000000E-01,+0.00000000E+00,+1.71775459E-02,+1.97850857E-01,+1.98595140E-01,+1.48419281E+00,+1.19341074E-03,+2.14318366E-01,+2.14321689E-01,+1.56522798E+00
+3.40000000E-01,+0.00000000E+00,+1.71942297E-02,+1.97832999E-01,+1.98578793E-01,+1.48410133E+00,+1.19802974E-03,+2.14312937E-01,+2.14316285E-01,+1.56520629E+00
+3.41000000E-01,+0.00000000E+00,+1.72109880E-02,+1.97815062E-01,+1.98562375E-01,+1.48400943E+00,+1.20266934E-03,+2.14307483E-01,+2.14310857E-01,+1.56518450E+00
+3.42000000E-01,+0.00000000E+00,+1.72278210E-02,+1.97797045E-01,+1.98545886E-01,+1.48391710E+00,+1.20732964E-03,+2.14302005E-01,+2.14305406E-01,+1.56516261E+00
+3.43000000E-01,+0.00000000E+00,+1.72447290E-02,+1.97778947E-01,+1.98529324E-01,+1.48382435E+00,+1.21201071E-03,+2.14296502E-01,+2.14299929E-01,+1.56514062E+00
+3.44000000E-01,+0.00000000E+00,+1.72617124E-02,+1.97760769E-01,+1.98512691E-01,+1.48373116E+00,+1.21671262E-03,+2.14290975E-01,+2.14294429E-01,+1.56511853E+00
+3.45000000E-01,+0.00000000E+00,+1.72787713E-02,+1.97742510E-01,+1.98495985E-01,+1.48363755E+00,+1.22143547E-03,+2.14285423E-01,+2.14288904E-01,+1.56509635E+00
+3.46000000E-01,+0.00000000E+00,+1.72959062E-02,+1.97724170E-01,+1.98479207E-01,+1.48354350E+00,+1.22617933E-03,+2.14279847E-01,+2.14283355E-01,+1.56507406E+00
+3.47000000E-01,+0.00000000E+00,+1.73131172E-02,+1.97705748E-01,+1.98462356E-01,+1.48344902E+00,+1.23094427E-03,+2.14274246E-01,+2.14277781E-01,+1.56505168E+00
+3.48000000E-01,+0.00000000E+00,+1.73304046E-02,+1.97687244E-01,+1.98445432E-01,+1.48335411E+00,+1.23573039E-03,+2.14268620E-01,+2.14272183E-01,+1.56502919E+00
+3.49000000E-01,+0.00000000E+00,+1.73477689E-02,+1.97668659E-01,+1.98428435E-01,+1.48325875E+00,+1.24053775E-03,+2.14262969E-01,+2.14266560E-01,+1.56500660E+00
+3.50000000E-01,+0.00000000E+00,+1.73652102E-02,+1.97649990E-01,+1.98411364E-01,+1.48316296E+00,+1.24536645E-03,+2.14257293E-01,+2.14260912E-01,+1.56498391E+00
+3.51000000E-01,+0.00000000E+00,+1.73827288E-02,+1.97631239E-01,+1.98394219E-01,+1.48306672E+00,+1.25021657E-03,+2.14251591E-01,+2.14255239E-01,+1.56496112E+00
+3.52000000E-01,+0.00000000E+00,+1.74003251E-02,+1.97612405E-01,+1.98377000E-01,+1.48297004E+00,+1.25508819E-03,+2.14245865E-01,+2.14249541E-01,+1.56493823E+00
+3.53000000E-01,+0.00000000E+00,+1.74179994E-02,+1.97593488E-01,+1.98359706E-01,+1.48287292E+00,+1.25998139E-03,+2.14240113E-01,+2.14243818E-01,+1.56491523E+00
+3.54000000E-01,+0.00000000E+00,+1.74357519E-02,+1.97574486E-01,+1.98342338E-01,+1.48277535E+00,+1.26489626E-03,+2.14234335E-01,+2.14238070E-01,+1.56489213E+00
+3.55000000E-01,+0.00000000E+00,+1.74535830E-02,+1.97555401E-01,+1.98324895E-01,+1.48267733E+00,+1.26983288E-03,+2.14228532E-01,+2.14232296E-01,+1.56486893E+00
+3.56000000E-01,+0.00000000E+00,+1.74714930E-02,+1.97536231E-01,+1.98307377E-01,+1.48257886E+00,+1.27479134E-03,+2.14222704E-01,+2.14226497E-01,+1.56484562E+00
+3.57000000E-01,+0.00000000E+00,+1.74894822E-02,+1.97516976E-01,+1.98289783E-01,+1.48247993E+00,+1.27977173E-03,+2.14216849E-01,+2.14220672E-01,+1.56482221E+00
+3.58000000E-01,+0.00000000E+00,+1.75075509E-02,+1.97497637E-01,+1.98272113E-01,+1.48238055E+00,+1.28477412E-03,+2.14210969E-01,+2.14214822E-01,+1.56479869E+00
+3.59000000E-01,+0.00000000E+00,+1.75256993E-02,+1.97478211E-01,+1.98254367E-01,+1.48228072E+00,+1.28979862E-03,+2.14205063E-01,+2.14208946E-01,+1.56477507E+00
+3.60000000E-01,+0.00000000E+00,+1.75439280E-02,+1.97458700E-01,+1.98236545E-01,+1.48218042E+00,+1.29484529E-03,+2.14199131E-01,+2.14203044E-01,+1.56475135E+00
+3.61000000E-01,+0.00000000E+00,+1.75622370E-02,+1.97439103E-01,+1.98218646E-01,+1.48207967E+00,+1.29991425E-03,+2.14193172E-01,+2.14197117E-01,+1.56472751E+00
+3.62000000E-01,+0.00000000E+00,+1.75806269E-02,+1.97419420E-01,+1.98200671E-01,+1.48197845E+00,+1.30500556E-03,+2.14187187E-01,+2.14191163E-01,+1.56470357E+00
+3.63000000E-01,+0.00000000E+00,+1.75990978E-02,+1.97399650E-01,+1.98182618E-01,+1.48187677E+00,+1.31011933E-03,+2.14181176E-01,+2.14185183E-01,+1.56467953E+00
+3.64000000E-01,+0.00000000E+00,+1.76176502E-02,+1.97379792E-01,+1.98164487E-01,+1.48177462E+00,+1.31525564E-03,+2.14175138E-01,+2.14179177E-01,+1.56465538E+00
+3.65000000E-01,+0.00000000E+00,+1.76362843E-02,+1.97359847E-01,+1.98146279E-01,+1.48167200E+00,+1.32041458E-03,+2.14169074E-01,+2.14173145E-01,+1.56463111E+00
+3.66000000E-01,+0.00000000E+00,+1.76550005E-02,+1.97339815E-01,+1.98127993E-01,+1.48156891E+00,+1.32559625E-03,+2.14162983E-01,+2.14167086E-01,+1.56460674E+00
+3.67000000E-01,+0.00000000E+00,+1.76737992E-02,+1.97319694E-01,+1.98109628E-01,+1.48146535E+00,+1.33080073E-03,+2.14156865E-01,+2.14161000E-01,+1.56458227E+00
+3.68000000E-01,+0.00000000E+00,+1.76926805E-02,+1.97299484E-01,+1.98091184E-01,+1.48136131E+00,+1.33602812E-03,+2.14150721E-01,+2.14154888E-01,+1.56455768E+00
+3.69000000E-01,+0.00000000E+00,+1.77116450E-02,+1.97279186E-01,+1.98072662E-01,+1.48125679E+00,+1.34127852E-03,+2.14144549E-01,+2.14148749E-01,+1.56453298E+00
+3.70000000E-01,+0.00000000E+00,+1.77306928E-02,+1.97258798E-01,+1.98054060E-01,+1.48115180E+00,+1.34655201E-03,+2.14138350E-01,+2.14142584E-01,+1.56450818E+00
+3.71000000E-01,+0.00000000E+00,+1.77498245E-02,+1.97238320E-01,+1.98035379E-01,+1.48104632E+00,+1.35184869E-03,+2.14132124E-01,+2.14136391E-01,+1.56448326E+00
+3.72000000E-01,+0.00000000E+00,+1.77690402E-02,+1.97217753E-01,+1.98016618E-01,+1.48094036E+00,+1.35716865E-03,+2.14125870E-01,+2.14130171E-01,+1.56445823E+00
+3.73000000E-01,+0.00000000E+00,+1.77883404E-02,+1.97197095E-01,+1.97997776E-01,+1.48083392E+00,+1.36251200E-03,+2.14119589E-01,+2.14123924E-01,+1.56443309E+00
+3.74000000E-01,+0.00000000E+00,+1.78077254E-02,+1.97176347E-01,+1.97978854E-01,+1.48072698E+00,+1.36787882E-03,+2.14113281E-01,+2.14117650E-01,+1.56440784E+00
+3.75000000E-01,+0.00000000E+00,+1.78271955E-02,+1.97155507E-01,+1.97959852E-01,+1.48061956E+00,+1.37326922E-03,+2.14106944E-01,+2.14111348E-01,+1.56438247E+00
+3.76000000E-01,+0.00000000E+00,+1.78467511E-02,+1.97134576E-01,+1.97940768E-01,+1.48051164E+00,+1.37868329E-03,+2.14100580E-01,+2.14105019E-01,+1.56435700E+00
+3.77000000E-01,+0.00000000E+00,+1.78663926E-02,+1.97113553E-01,+1.97921602E-01,+1.48040323E+00,+1.38412113E-03,+2.14094188E-01,+2.14098662E-01,+1.56433141E+00
+3.78000000E-01,+0.00000000E+00,+1.78861203E-02,+1.97092437E-01,+1.97902355E-01,+1.48029432E+00,+1.38958283E-03,+2.14087768E-01,+2.14092277E-01,+1.56430570E+00
+3.79000000E-01,+0.00000000E+00,+1.79059346E-02,+1.97071229E-01,+1.97883026E-01,+1.48018491E+00,+1.39506851E-03,+2.14081319E-01,+2.14085865E-01,+1.56427988E+00
+3.80000000E-01,+0.00000000E+00,+1.79258358E-02,+1.97049928E-01,+1.97863614E-01,+1.48007500E+00,+1.40057826E-03,+2.14074843E-01,+2.14079424E-01,+1.56425395E+00
+3.81000000E-01,+0.00000000E+00,+1.79458244E-02,+1.97028534E-01,+1.97844120E-01,+1.47996459E+00,+1.40611217E-03,+2.14068338E-01,+2.14072956E-01,+1.56422790E+00
+3.82000000E-01,+0.00000000E+00,+1.79659005E-02,+1.97007045E-01,+1.97824542E-01,+1.47985367E+00,+1.41167036E-03,+2.14061804E-01,+2.14066459E-01,+1.56420174E+00
+3.83000000E-01,+0.00000000E+00,+1.79860648E-02,+1.96985463E-01,+1.97804881E-01,+1.47974224E+00,+1.41725292E-03,+2.14055242E-01,+2.14059934E-01,+1.56417546E+00
+3.84000000E-01,+0.00000000E+00,+1.80063174E-02,+1.96963786E-01,+1.97785137E-01,+1.47963030E+00,+1.42285996E-03,+2.14048651E-01,+2.14053380E-01,+1.56414906E+00
+3.85000000E-01,+0.00000000E+00,+1.80266588E-02,+1.96942013E-01,+1.97765308E-01,+1.47951785E+00,+1.42849158E-03,+2.14042031E-01,+2.14046798E-01,+1.56412254E+00
+3.86000000E-01,+0.00000000E+00,+1.80470894E-02,+1.96920146E-01,+1.97745395E-01,+1.47940489E+00,+1.43414788E-03,+2.14035382E-01,+2.14040187E-01,+1.56409591E+00
+3.87000000E-01,+0.00000000E+00,+1.80676096E-02,+1.96898182E-01,+1.97725397E-01,+1.47929140E+00,+1.43982898E-03,+2.14028704E-01,+2.14033547E-01,+1.56406916E+00
+3.88000000E-01,+0.00000000E+00,+1.80882196E-02,+1.96876122E-01,+1.97705314E-01,+1.47917739E+00,+1.44553497E-03,+2.14021997E-01,+2.14026879E-01,+1.56404229E+00
+3.89000000E-01,+0.00000000E+00,+1.81089200E-02,+1.96853966E-01,+1.97685146E-01,+1.47906286E+00,+1.45126596E-03,+2.14015260E-01,+2.14020181E-01,+1.56401530E+00
+3.90000000E-01,+0.00000000E+00,+1.81297111E-02,+1.96831713E-01,+1.97664892E-01,+1.47894781E+00,+1.45702207E-03,+2.14008494E-01,+2.14013454E-01,+1.56398819E+00
+3.91000000E-01,+0.00000000E+00,+1.81505932E-02,+1.96809362E-01,+1.97644552E-01,+1.47883223E+00,+1.46280339E-03,+2.14001698E-01,+2.14006698E-01,+1.56396096E+00
+3.92000000E-01,+0.00000000E+00,+1.81715669E-02,+1.96786913E-01,+1.97624125E-01,+1.47871612E+00,+1.46861004E-03,+2.13994873E-01,+2.13999912E-01,+1.56393361E+00
+3.93000000E-01,+0.00000000E+00,+1.81926324E-02,+1.96764366E-01,+1.97603612E-01,+1.47859947E+00,+1.47444213E-03,+2.13988017E-01,+2.13993097E-01,+1.56390613E+00
+3.94000000E-01,+0.00000000E+00,+1.82137902E-02,+1.96741720E-01,+1.97583011E-01,+1.47848229E+00,+1.48029976E-03,+2.13981132E-01,+2.13986252E-01,+1.56387854E+00
+3.95000000E-01,+0.00000000E+00,+1.82350406E-02,+1.96718974E-01,+1.97562323E-01,+1.47836457E+00,+1.48618306E-03,+2.13974216E-01,+2.13979377E-01,+1.56385082E+00
+3.96000000E-01,+0.00000000E+00,+1.82563842E-02,+1.96696130E-01,+1.97541548E-01,+1.47824631E+00,+1.49209212E-03,+2.13967270E-01,+2.13972472E-01,+1.56382298E+00
+3.97000000E-01,+0.00000000E+00,+1.82778212E-02,+1.96673185E-01,+1.97520683E-01,+1.47812751E+00,+1.49802707E-03,+2.13960293E-01,+2.13965538E-01,+1.56379502E+00
+3.98000000E-01,+0.00000000E+00,+1.82993522E-02,+1.96650140E-01,+1.97499731E-01,+1.47800816E+00,+1.50398801E-03,+2.13953287E-01,+2.13958573E-01,+1.56376693E+00
+3.99000000E-01,+0.00000000E+00,+1.83209774E-02,+1.96626993E-01,+1.97478689E-01,+1.47788827E+00,+1.50997506E-03,+2.13946249E-01,+2.13951577E-01,+1.56373871E+00
+4.00000000E-01,+0.00000000E+00,+1.83426974E-02,+1.96603746E-01,+1.97457558E-01,+1.47776782E+00,+1.51598834E-03,+2.13939180E-01,+2.13944552E-01,+1.56371037E+00
+4.01000000E-01,+0.00000000E+00,+1.83645125E-02,+1.96580396E-01,+1.97436338E-01,+1.47764682E+00,+1.52202797E-03,+2.13932081E-01,+2.13937495E-01,+1.56368191E+00
+4.02000000E-01,+0.00000000E+00,+1.83864232E-02,+1.96556944E-01,+1.97415027E-01,+1.47752527E+00,+1.52809405E-03,+2.13924950E-01,+2.13930408E-01,+1.56365332E+00
+4.03000000E-01,+0.00000000E+00,+1.84084299E-02,+1.96533390E-01,+1.97393626E-01,+1.47740315E+00,+1.53418670E-03,+2.13917789E-01,+2.13923290E-01,+1.56362460E+00
+4.04000000E-01,+0.00000000E+00,+1.84305330E-02,+1.96509732E-01,+1.97372134E-01,+1.47728047E+00,+1.54030605E-03,+2.13910595E-01,+2.13916141E-01,+1.56359575E+00
+4.05000000E-01,+0.00000000E+00,+1.84527330E-02,+1.96485971E-01,+1.97350551E-01,+1.47715723E+00,+1.54645221E-03,+2.13903371E-01,+2.13908961E-01,+1.56356678E+00
+4.06000000E-01,+0.00000000E+00,+1.84750302E-02,+1.96462105E-01,+1.97328877E-01,+1.47703342E+00,+1.55262530E-03,+2.13896114E-01,+2.13901749E-01,+1.56353767E+00
+4.07000000E-01,+0.00000000E+00,+1.84974251E-02,+1.96438135E-01,+1.97307110E-01,+1.47690904E+00,+1.55882545E-03,+2.13888826E-01,+2.13894507E-01,+1.56350844E+00
+4.08000000E-01,+0.00000000E+00,+1.85199182E-02,+1.96414060E-01,+1.97285251E-01,+1.47678409E+00,+1.56505277E-03,+2.13881506E-01,+2.13887232E-01,+1.56347907E+00
+4.09000000E-01,+0.00000000E+00,+1.85425099E-02,+1.96389880E-01,+1.97263300E-01,+1.47665857E+00,+1.57130739E-03,+2.13874154E-01,+2.13879926E-01,+1.56344958E+00
+4.10000000E-01,+0.00000000E+00,+1.85652007E-02,+1.96365593E-01,+1.97241255E-01,+1.47653246E+00,+1.57758944E-03,+2.13866770E-01,+2.13872588E-01,+1.56341995E+00
+4.11000000E-01,+0.00000000E+00,+1.85879909E-02,+1.96341200E-01,+1.97219117E-01,+1.47640577E+00,+1.58389902E-03,+2.13859353E-01,+2.13865218E-01,+1.56339020E+00
+4.12000000E-01,+0.00000000E+00,+1.86108811E-02,+1.96316700E-01,+1.97196885E-01,+1.47627850E+00,+1.59023628E-03,+2.13851904E-01,+2.13857816E-01,+1.56336031E+00
