theta_1,theta_2,Re(r_ex.tm),Im(r_ex.tm),Abs(r_ex.tm),Arg(r_ex.tm),Re(r_ex.te),Im(r_ex.te),Abs(r_ex.te),Arg(r_ex.te)
+3.34356442E+01,+0.00000000E+00,+8.41772221E-01,-3.79410476E-01,+9.23327018E-01,-4.23459330E-01,+9.34703192E-01,-3.40886636E-01,+9.94923995E-01,-3.49710459E-01
+3.35043298E+01,+0.00000000E+00,+8.41478627E-01,-3.79331407E-01,+9.23026866E-01,-4.23511938E-01,+9.34801325E-01,-3.40629012E-01,+9.94927957E-01,-3.49433400E-01
+3.35730699E+01,+0.00000000E+00,+8.41183992E-01,-3.79252313E-01,+9.22725759E-01,-4.23565018E-01,+9.34899642E-01,-3.40370687E-01,+9.94931930E-01,-3.49155619E-01
+3.36418649E+01,+0.00000000E+00,+8.40888313E-01,-3.79173195E-01,+9.22423692E-01,-4.23618574E-01,+9.34998145E-01,-3.40111660E-01,+9.94935913E-01,-3.48877112E-01
+3.37107148E+01,+0.00000000E+00,+8.40591585E-01,-3.79094054E-01,+9.22120662E-01,-4.23672611E-01,+9.35096832E-01,-3.39851929E-01,+9.94939907E-01,-3.48597880E-01
+3.37796200E+01,+0.00000000E+00,+8.40293804E-01,-3.79014891E-01,+9.21816665E-01,-4.23727130E-01,+9.35195704E-01,-3.39591492E-01,+9.94943911E-01,-3.48317919E-01
+3.38485806E+01,+0.00000000E+00,+8.39994964E-01,-3.78935707E-01,+9.21511698E-01,-4.23782138E-01,+9.35294762E-01,-3.39330347E-01,+9.94947926E-01,-3.48037229E-01
+3.39175970E+01,+0.00000000E+00,+8.39695062E-01,-3.78856503E-01,+9.21205757E-01,-4.23837636E-01,+9.35394004E-01,-3.39068493E-01,+9.94951952E-01,-3.47755807E-01
+3.39866693E+01,+0.00000000E+00,+8.39394092E-01,-3.78777280E-01,+9.20898838E-01,-4.23893630E-01,+9.35493432E-01,-3.38805928E-01,+9.94955988E-01,-3.47473651E-01
+3.40557977E+01,+0.00000000E+00,+8.39092049E-01,-3.78698041E-01,+9.20590937E-01,-4.23950124E-01,+9.35593045E-01,-3.38542649E-01,+9.94960035E-01,-3.47190761E-01
+3.41249827E+01,+0.00000000E+00,+8.38788929E-01,-3.78618785E-01,+9.20282050E-01,-4.24007120E-01,+9.35692843E-01,-3.38278655E-01,+9.94964092E-01,-3.46907134E-01
+3.41942242E+01,+0.00000000E+00,+8.38484728E-01,-3.78539513E-01,+9.19972174E-01,-4.24064624E-01,+9.35792826E-01,-3.38013944E-01,+9.94968160E-01,-3.46622768E-01
+3.42635227E+01,+0.00000000E+00,+8.38179439E-01,-3.78460229E-01,+9.19661305E-01,-4.24122639E-01,+9.35892995E-01,-3.37748515E-01,+9.94972239E-01,-3.46337661E-01
+3.43328783E+01,+0.00000000E+00,+8.37873059E-01,-3.78380931E-01,+9.19349439E-01,-4.24181170E-01,+9.35993349E-01,-3.37482364E-01,+9.94976329E-01,-3.46051812E-01
+3.44022913E+01,+0.00000000E+00,+8.37565582E-01,-3.78301622E-01,+9.19036572E-01,-4.24240220E-01,+9.36093888E-01,-3.37215491E-01,+9.94980429E-01,-3.45765219E-01
+3.44717619E+01,+0.00000000E+00,+8.37257004E-01,-3.78222303E-01,+9.18722700E-01,-4.24299794E-01,+9.36194613E-01,-3.36947892E-01,+9.94984540E-01,-3.45477880E-01
+3.45412905E+01,+0.00000000E+00,+8.36947318E-01,-3.78142975E-01,+9.18407820E-01,-4.24359896E-01,+9.36295523E-01,-3.36679568E-01,+9.94988662E-01,-3.45189793E-01
+3.46108771E+01,+0.00000000E+00,+8.36636522E-01,-3.78063639E-01,+9.18091926E-01,-4.24420530E-01,+9.36396619E-01,-3.36410514E-01,+9.94992795E-01,-3.44900956E-01
+3.46805221E+01,+0.00000000E+00,+8.36324608E-01,-3.77984296E-01,+9.17775015E-01,-4.24481701E-01,+9.36497901E-01,-3.36140730E-01,+9.94996939E-01,-3.44611367E-01
+3.47502258E+01,+0.00000000E+00,+8.36011573E-01,-3.77904949E-01,+9.17457083E-01,-4.24543412E-01,+9.36599368E-01,-3.35870214E-01,+9.95001094E-01,-3.44321025E-01
+3.48199883E+01,+0.00000000E+00,+8.35697410E-01,-3.77825597E-01,+9.17138126E-01,-4.24605669E-01,+9.36701021E-01,-3.35598963E-01,+9.95005260E-01,-3.44029927E-01
+3.48898099E+01,+0.00000000E+00,+8.35382115E-01,-3.77746243E-01,+9.16818140E-01,-4.24668475E-01,+9.36802860E-01,-3.35326975E-01,+9.95009436E-01,-3.43738072E-01
+3.49596910E+01,+0.00000000E+00,+8.35065683E-01,-3.77666887E-01,+9.16497121E-01,-4.24731835E-01,+9.36904884E-01,-3.35054249E-01,+9.95013624E-01,-3.43445458E-01
+3.50296316E+01,+0.00000000E+00,+8.34748108E-01,-3.77587532E-01,+9.16175064E-01,-4.24795753E-01,+9.37007095E-01,-3.34780782E-01,+9.95017823E-01,-3.43152082E-01
+3.50996322E+01,+0.00000000E+00,+8.34429385E-01,-3.77508177E-01,+9.15851965E-01,-4.24860234E-01,+9.37109491E-01,-3.34506572E-01,+9.95022033E-01,-3.42857943E-01
+3.51696929E+01,+0.00000000E+00,+8.34109508E-01,-3.77428826E-01,+9.15527821E-01,-4.24925283E-01,+9.37212073E-01,-3.34231618E-01,+9.95026254E-01,-3.42563039E-01
+3.52398141E+01,+0.00000000E+00,+8.33788473E-01,-3.77349478E-01,+9.15202626E-01,-4.24990904E-01,+9.37314842E-01,-3.33955917E-01,+9.95030486E-01,-3.42267368E-01
+3.53099959E+01,+0.00000000E+00,+8.33466273E-01,-3.77270135E-01,+9.14876376E-01,-4.25057101E-01,+9.37417796E-01,-3.33679467E-01,+9.95034729E-01,-3.41970927E-01
+3.53802387E+01,+0.00000000E+00,+8.33142903E-01,-3.77190799E-01,+9.14549067E-01,-4.25123880E-01,+9.37520937E-01,-3.33402267E-01,+9.95038983E-01,-3.41673716E-01
+3.54505426E+01,+0.00000000E+00,+8.32818358E-01,-3.77111471E-01,+9.14220695E-01,-4.25191245E-01,+9.37624263E-01,-3.33124313E-01,+9.95043249E-01,-3.41375731E-01
+3.55209081E+01,+0.00000000E+00,+8.32492632E-01,-3.77032153E-01,+9.13891256E-01,-4.25259201E-01,+9.37727776E-01,-3.32845604E-01,+9.95047526E-01,-3.41076971E-01
+3.55913353E+01,+0.00000000E+00,+8.32165720E-01,-3.76952845E-01,+9.13560744E-01,-4.25327753E-01,+9.37831475E-01,-3.32566138E-01,+9.95051814E-01,-3.40777433E-01
+3.56618245E+01,+0.00000000E+00,+8.31837615E-01,-3.76873550E-01,+9.13229156E-01,-4.25396905E-01,+9.37935361E-01,-3.32285912E-01,+9.95056113E-01,-3.40477117E-01
+3.57323760E+01,+0.00000000E+00,+8.31508313E-01,-3.76794268E-01,+9.12896486E-01,-4.25466663E-01,+9.38039433E-01,-3.32004925E-01,+9.95060424E-01,-3.40176019E-01
+3.58029900E+01,+0.00000000E+00,+8.31177807E-01,-3.76715001E-01,+9.12562731E-01,-4.25537031E-01,+9.38143691E-01,-3.31723174E-01,+9.95064746E-01,-3.39874137E-01
+3.58736669E+01,+0.00000000E+00,+8.30846091E-01,-3.76635750E-01,+9.12227885E-01,-4.25608014E-01,+9.38248136E-01,-3.31440657E-01,+9.95069080E-01,-3.39571470E-01
+3.59444069E+01,+0.00000000E+00,+8.30513160E-01,-3.76556518E-01,+9.11891945E-01,-4.25679617E-01,+9.38352767E-01,-3.31157372E-01,+9.95073425E-01,-3.39268016E-01
+3.60152102E+01,+0.00000000E+00,+8.30179007E-01,-3.76477305E-01,+9.11554905E-01,-4.25751847E-01,+9.38457585E-01,-3.30873317E-01,+9.95077781E-01,-3.38963772E-01
+3.60860772E+01,+0.00000000E+00,+8.29843628E-01,-3.76398112E-01,+9.11216761E-01,-4.25824706E-01,+9.38562589E-01,-3.30588489E-01,+9.95082149E-01,-3.38658735E-01
+3.61570082E+01,+0.00000000E+00,+8.29507015E-01,-3.76318942E-01,+9.10877508E-01,-4.25898202E-01,+9.38667781E-01,-3.30302887E-01,+9.95086528E-01,-3.38352905E-01
+3.62280034E+01,+0.00000000E+00,+8.29169163E-01,-3.76239796E-01,+9.10537141E-01,-4.25972338E-01,+9.38773159E-01,-3.30016507E-01,+9.95090920E-01,-3.38046279E-01
+3.62990631E+01,+0.00000000E+00,+8.28830066E-01,-3.76160676E-01,+9.10195656E-01,-4.26047121E-01,+9.38878723E-01,-3.29729348E-01,+9.95095322E-01,-3.37738854E-01
+3.63701876E+01,+0.00000000E+00,+8.28489718E-01,-3.76081582E-01,+9.09853048E-01,-4.26122555E-01,+9.38984475E-01,-3.29441408E-01,+9.95099736E-01,-3.37430629E-01
+3.64413772E+01,+0.00000000E+00,+8.28148112E-01,-3.76002516E-01,+9.09509311E-01,-4.26198646E-01,+9.39090413E-01,-3.29152683E-01,+9.95104162E-01,-3.37121601E-01
+3.65126321E+01,+0.00000000E+00,+8.27805242E-01,-3.75923481E-01,+9.09164441E-01,-4.26275399E-01,+9.39196539E-01,-3.28863173E-01,+9.95108600E-01,-3.36811768E-01
+3.65839527E+01,+0.00000000E+00,+8.27461101E-01,-3.75844477E-01,+9.08818434E-01,-4.26352821E-01,+9.39302852E-01,-3.28572874E-01,+9.95113049E-01,-3.36501128E-01
+3.66553393E+01,+0.00000000E+00,+8.27115685E-01,-3.75765506E-01,+9.08471283E-01,-4.26430915E-01,+9.39409351E-01,-3.28281785E-01,+9.95117510E-01,-3.36189678E-01
+3.67267921E+01,+0.00000000E+00,+8.26768985E-01,-3.75686570E-01,+9.08122984E-01,-4.26509689E-01,+9.39516038E-01,-3.27989902E-01,+9.95121983E-01,-3.35877417E-01
+3.67983114E+01,+0.00000000E+00,+8.26420997E-01,-3.75607671E-01,+9.07773532E-01,-4.26589147E-01,+9.39622912E-01,-3.27697224E-01,+9.95126468E-01,-3.35564342E-01
+3.68698976E+01,+0.00000000E+00,+8.26071712E-01,-3.75528809E-01,+9.07422922E-01,-4.26669295E-01,+9.39729973E-01,-3.27403747E-01,+9.95130964E-01,-3.35250451E-01
+3.69415510E+01,+0.00000000E+00,+8.25721125E-01,-3.75449987E-01,+9.07071149E-01,-4.26750140E-01,+9.39837221E-01,-3.27109471E-01,+9.95135473E-01,-3.34935741E-01
+3.70132718E+01,+0.00000000E+00,+8.25369230E-01,-3.75371206E-01,+9.06718207E-01,-4.26831686E-01,+9.39944657E-01,-3.26814392E-01,+9.95139993E-01,-3.34620211E-01
+3.70850603E+01,+0.00000000E+00,+8.25016018E-01,-3.75292468E-01,+9.06364092E-01,-4.26913939E-01,+9.40052281E-01,-3.26518508E-01,+9.95144525E-01,-3.34303857E-01
+3.71569169E+01,+0.00000000E+00,+8.24661485E-01,-3.75213774E-01,+9.06008797E-01,-4.26996906E-01,+9.40160091E-01,-3.26221816E-01,+9.95149069E-01,-3.33986678E-01
+3.72288419E+01,+0.00000000E+00,+8.24305622E-01,-3.75135127E-01,+9.05652318E-01,-4.27080593E-01,+9.40268089E-01,-3.25924315E-01,+9.95153626E-01,-3.33668671E-01
+3.73008355E+01,+0.00000000E+00,+8.23948423E-01,-3.75056528E-01,+9.05294650E-01,-4.27165005E-01,+9.40376275E-01,-3.25626001E-01,+9.95158194E-01,-3.33349834E-01
+3.73728981E+01,+0.00000000E+00,+8.23589882E-01,-3.74977978E-01,+9.04935786E-01,-4.27250148E-01,+9.40484649E-01,-3.25326872E-01,+9.95162775E-01,-3.33030164E-01
+3.74450300E+01,+0.00000000E+00,+8.23229991E-01,-3.74899480E-01,+9.04575722E-01,-4.27336030E-01,+9.40593210E-01,-3.25026925E-01,+9.95167367E-01,-3.32709660E-01
+3.75172315E+01,+0.00000000E+00,+8.22868743E-01,-3.74821035E-01,+9.04214453E-01,-4.27422655E-01,+9.40701959E-01,-3.24726159E-01,+9.95171972E-01,-3.32388318E-01
+3.75895030E+01,+0.00000000E+00,+8.22506131E-01,-3.74742645E-01,+9.03851971E-01,-4.27510030E-01,+9.40810896E-01,-3.24424570E-01,+9.95176589E-01,-3.32066136E-01
+3.76618446E+01,+0.00000000E+00,+8.22142149E-01,-3.74664311E-01,+9.03488273E-01,-4.27598161E-01,+9.40920020E-01,-3.24122156E-01,+9.95181218E-01,-3.31743112E-01
+3.77342569E+01,+0.00000000E+00,+8.21776788E-01,-3.74586036E-01,+9.03123352E-01,-4.27687056E-01,+9.41029333E-01,-3.23818915E-01,+9.95185860E-01,-3.31419243E-01
+3.78067400E+01,+0.00000000E+00,+8.21410043E-01,-3.74507822E-01,+9.02757203E-01,-4.27776719E-01,+9.41138834E-01,-3.23514844E-01,+9.95190513E-01,-3.31094527E-01
+3.78792944E+01,+0.00000000E+00,+8.21041904E-01,-3.74429669E-01,+9.02389819E-01,-4.27867159E-01,+9.41248522E-01,-3.23209940E-01,+9.95195180E-01,-3.30768962E-01
+3.79519203E+01,+0.00000000E+00,+8.20672366E-01,-3.74351580E-01,+9.02021196E-01,-4.27958380E-01,+9.41358399E-01,-3.22904200E-01,+9.95199858E-01,-3.30442544E-01
+3.80246181E+01,+0.00000000E+00,+8.20301421E-01,-3.74273558E-01,+9.01651328E-01,-4.28050391E-01,+9.41468464E-01,-3.22597623E-01,+9.95204549E-01,-3.30115271E-01
+3.80973880E+01,+0.00000000E+00,+8.19929060E-01,-3.74195603E-01,+9.01280208E-01,-4.28143197E-01,+9.41578717E-01,-3.22290204E-01,+9.95209253E-01,-3.29787142E-01
+3.81702305E+01,+0.00000000E+00,+8.19555277E-01,-3.74117717E-01,+9.00907830E-01,-4.28236806E-01,+9.41689159E-01,-3.21981943E-01,+9.95213968E-01,-3.29458152E-01
+3.82431459E+01,+0.00000000E+00,+8.19180064E-01,-3.74039904E-01,+9.00534190E-01,-4.28331224E-01,+9.41799788E-01,-3.21672836E-01,+9.95218697E-01,-3.29128300E-01
+3.83161345E+01,+0.00000000E+00,+8.18803414E-01,-3.73962163E-01,+9.00159280E-01,-4.28426458E-01,+9.41910607E-01,-3.21362880E-01,+9.95223438E-01,-3.28797583E-01
+3.83891966E+01,+0.00000000E+00,+8.18425318E-01,-3.73884498E-01,+8.99783096E-01,-4.28522515E-01,+9.42021613E-01,-3.21052073E-01,+9.95228192E-01,-3.28465998E-01
+3.84623326E+01,+0.00000000E+00,+8.18045769E-01,-3.73806910E-01,+8.99405629E-01,-4.28619402E-01,+9.42132809E-01,-3.20740411E-01,+9.95232958E-01,-3.28133543E-01
+3.85355429E+01,+0.00000000E+00,+8.17664758E-01,-3.73729402E-01,+8.99026876E-01,-4.28717126E-01,+9.42244193E-01,-3.20427893E-01,+9.95237737E-01,-3.27800215E-01
+3.86088277E+01,+0.00000000E+00,+8.17282279E-01,-3.73651975E-01,+8.98646828E-01,-4.28815695E-01,+9.42355765E-01,-3.20114515E-01,+9.95242529E-01,-3.27466012E-01
+3.86821875E+01,+0.00000000E+00,+8.16898323E-01,-3.73574631E-01,+8.98265481E-01,-4.28915115E-01,+9.42467527E-01,-3.19800275E-01,+9.95247333E-01,-3.27130930E-01
+3.87556225E+01,+0.00000000E+00,+8.16512881E-01,-3.73497373E-01,+8.97882828E-01,-4.29015394E-01,+9.42579477E-01,-3.19485169E-01,+9.95252151E-01,-3.26794967E-01
+3.88291332E+01,+0.00000000E+00,+8.16125946E-01,-3.73420202E-01,+8.97498862E-01,-4.29116540E-01,+9.42691616E-01,-3.19169196E-01,+9.95256981E-01,-3.26458121E-01
+3.89027198E+01,+0.00000000E+00,+8.15737509E-01,-3.73343121E-01,+8.97113577E-01,-4.29218560E-01,+9.42803944E-01,-3.18852351E-01,+9.95261824E-01,-3.26120388E-01
+3.89763828E+01,+0.00000000E+00,+8.15347563E-01,-3.73266131E-01,+8.96726967E-01,-4.29321461E-01,+9.42916461E-01,-3.18534633E-01,+9.95266680E-01,-3.25781766E-01
+3.90501225E+01,+0.00000000E+00,+8.14956098E-01,-3.73189234E-01,+8.96339024E-01,-4.29425250E-01,+9.43029167E-01,-3.18216038E-01,+9.95271549E-01,-3.25442253E-01
+3.91239393E+01,+0.00000000E+00,+8.14563107E-01,-3.73112434E-01,+8.95949744E-01,-4.29529937E-01,+9.43142062E-01,-3.17896564E-01,+9.95276431E-01,-3.25101844E-01
+3.91978335E+01,+0.00000000E+00,+8.14168580E-01,-3.73035731E-01,+8.95559118E-01,-4.29635528E-01,+9.43255146E-01,-3.17576207E-01,+9.95281326E-01,-3.24760538E-01
+3.92718055E+01,+0.00000000E+00,+8.13772510E-01,-3.72959129E-01,+8.95167141E-01,-4.29742032E-01,+9.43368420E-01,-3.17254965E-01,+9.95286234E-01,-3.24418331E-01
+3.93458557E+01,+0.00000000E+00,+8.13374887E-01,-3.72882629E-01,+8.94773805E-01,-4.29849455E-01,+9.43481883E-01,-3.16932835E-01,+9.95291156E-01,-3.24075222E-01
+3.94199845E+01,+0.00000000E+00,+8.12975703E-01,-3.72806233E-01,+8.94379104E-01,-4.29957807E-01,+9.43595535E-01,-3.16609813E-01,+9.95296090E-01,-3.23731206E-01
+3.94941921E+01,+0.00000000E+00,+8.12574948E-01,-3.72729945E-01,+8.93983030E-01,-4.30067096E-01,+9.43709377E-01,-3.16285897E-01,+9.95301038E-01,-3.23386281E-01
+3.95684791E+01,+0.00000000E+00,+8.12172615E-01,-3.72653765E-01,+8.93585578E-01,-4.30177329E-01,+9.43823408E-01,-3.15961083E-01,+9.95305999E-01,-3.23040444E-01
+3.96428457E+01,+0.00000000E+00,+8.11768694E-01,-3.72577696E-01,+8.93186740E-01,-4.30288515E-01,+9.43937629E-01,-3.15635369E-01,+9.95310973E-01,-3.22693693E-01
+3.97172924E+01,+0.00000000E+00,+8.11363175E-01,-3.72501741E-01,+8.92786508E-01,-4.30400662E-01,+9.44052039E-01,-3.15308752E-01,+9.95315961E-01,-3.22346023E-01
+3.97918195E+01,+0.00000000E+00,+8.10956051E-01,-3.72425901E-01,+8.92384877E-01,-4.30513779E-01,+9.44166640E-01,-3.14981228E-01,+9.95320962E-01,-3.21997433E-01
+3.98664275E+01,+0.00000000E+00,+8.10547311E-01,-3.72350180E-01,+8.91981838E-01,-4.30627875E-01,+9.44281430E-01,-3.14652795E-01,+9.95325977E-01,-3.21647919E-01
+3.99411166E+01,+0.00000000E+00,+8.10136945E-01,-3.72274579E-01,+8.91577385E-01,-4.30742957E-01,+9.44396410E-01,-3.14323449E-01,+9.95331005E-01,-3.21297478E-01
+4.00158874E+01,+0.00000000E+00,+8.09724946E-01,-3.72199102E-01,+8.91171510E-01,-4.30859035E-01,+9.44511579E-01,-3.13993187E-01,+9.95336046E-01,-3.20946108E-01
+4.00907402E+01,+0.00000000E+00,+8.09311303E-01,-3.72123749E-01,+8.90764206E-01,-4.30976117E-01,+9.44626939E-01,-3.13662006E-01,+9.95341101E-01,-3.20593804E-01
+4.01656755E+01,+0.00000000E+00,+8.08896007E-01,-3.72048524E-01,+8.90355465E-01,-4.31094213E-01,+9.44742489E-01,-3.13329903E-01,+9.95346170E-01,-3.20240565E-01
+4.02406935E+01,+0.00000000E+00,+8.08479048E-01,-3.71973429E-01,+8.89945281E-01,-4.31213331E-01,+9.44858229E-01,-3.12996874E-01,+9.95351253E-01,-3.19886387E-01
+4.03157947E+01,+0.00000000E+00,+8.08060415E-01,-3.71898467E-01,+8.89533645E-01,-4.31333480E-01,+9.44974160E-01,-3.12662916E-01,+9.95356349E-01,-3.19531266E-01
+4.03909796E+01,+0.00000000E+00,+8.07640101E-01,-3.71823640E-01,+8.89120550E-01,-4.31454670E-01,+9.45090280E-01,-3.12328027E-01,+9.95361459E-01,-3.19175200E-01
+4.04662485E+01,+0.00000000E+00,+8.07218093E-01,-3.71748950E-01,+8.88705988E-01,-4.31576910E-01,+9.45206591E-01,-3.11992202E-01,+9.95366583E-01,-3.18818186E-01
+4.05416019E+01,+0.00000000E+00,+8.06794383E-01,-3.71674401E-01,+8.88289951E-01,-4.31700210E-01,+9.45323092E-01,-3.11655439E-01,+9.95371720E-01,-3.18460220E-01
+4.06170401E+01,+0.00000000E+00,+8.06368961E-01,-3.71599994E-01,+8.87872433E-01,-4.31824578E-01,+9.45439784E-01,-3.11317734E-01,+9.95376872E-01,-3.18101299E-01
+4.06925636E+01,+0.00000000E+00,+8.05941815E-01,-3.71525733E-01,+8.87453424E-01,-4.31950025E-01,+9.45556667E-01,-3.10979084E-01,+9.95382037E-01,-3.17741420E-01
+4.07681728E+01,+0.00000000E+00,+8.05512936E-01,-3.71451619E-01,+8.87032917E-01,-4.32076560E-01,+9.45673740E-01,-3.10639485E-01,+9.95387217E-01,-3.17380580E-01
+4.08438681E+01,+0.00000000E+00,+8.05082313E-01,-3.71377656E-01,+8.86610904E-01,-4.32204192E-01,+9.45791004E-01,-3.10298934E-01,+9.95392410E-01,-3.17018774E-01
+4.09196500E+01,+0.00000000E+00,+8.04649936E-01,-3.71303846E-01,+8.86187376E-01,-4.32332933E-01,+9.45908458E-01,-3.09957428E-01,+9.95397618E-01,-3.16656001E-01
+4.09955188E+01,+0.00000000E+00,+8.04215795E-01,-3.71230192E-01,+8.85762327E-01,-4.32462792E-01,+9.46026104E-01,-3.09614962E-01,+9.95402840E-01,-3.16292257E-01
+4.10714751E+01,+0.00000000E+00,+8.03779877E-01,-3.71156696E-01,+8.85335746E-01,-4.32593778E-01,+9.46143940E-01,-3.09271535E-01,+9.95408076E-01,-3.15927538E-01
+4.11475192E+01,+0.00000000E+00,+8.03342173E-01,-3.71083362E-01,+8.84907627E-01,-4.32725903E-01,+9.46261967E-01,-3.08927142E-01,+9.95413326E-01,-3.15561841E-01
+4.12236516E+01,+0.00000000E+00,+8.02902672E-01,-3.71010191E-01,+8.84477961E-01,-4.32859177E-01,+9.46380186E-01,-3.08581779E-01,+9.95418591E-01,-3.15195163E-01
+4.12998728E+01,+0.00000000E+00,+8.02461362E-01,-3.70937188E-01,+8.84046738E-01,-4.32993609E-01,+9.46498596E-01,-3.08235444E-01,+9.95423870E-01,-3.14827499E-01
+4.13761831E+01,+0.00000000E+00,+8.02018233E-01,-3.70864354E-01,+8.83613951E-01,-4.33129212E-01,+9.46617197E-01,-3.07888132E-01,+9.95429163E-01,-3.14458848E-01
+4.14525831E+01,+0.00000000E+00,+8.01573273E-01,-3.70791692E-01,+8.83179592E-01,-4.33265995E-01,+9.46735989E-01,-3.07539840E-01,+9.95434471E-01,-3.14089204E-01
+4.15290732E+01,+0.00000000E+00,+8.01126471E-01,-3.70719206E-01,+8.82743650E-01,-4.33403969E-01,+9.46854973E-01,-3.07190564E-01,+9.95439793E-01,-3.13718565E-01
+4.16056538E+01,+0.00000000E+00,+8.00677815E-01,-3.70646898E-01,+8.82306119E-01,-4.33543145E-01,+9.46974148E-01,-3.06840301E-01,+9.95445130E-01,-3.13346928E-01
+4.16823254E+01,+0.00000000E+00,+8.00227295E-01,-3.70574771E-01,+8.81866988E-01,-4.33683535E-01,+9.47093514E-01,-3.06489047E-01,+9.95450481E-01,-3.12974288E-01
+4.17590885E+01,+0.00000000E+00,+7.99774897E-01,-3.70502828E-01,+8.81426248E-01,-4.33825149E-01,+9.47213073E-01,-3.06136798E-01,+9.95455848E-01,-3.12600642E-01
+4.18359435E+01,+0.00000000E+00,+7.99320610E-01,-3.70431073E-01,+8.80983892E-01,-4.33967999E-01,+9.47332823E-01,-3.05783551E-01,+9.95461228E-01,-3.12225986E-01
+4.19128909E+01,+0.00000000E+00,+7.98864423E-01,-3.70359507E-01,+8.80539909E-01,-4.34112096E-01,+9.47452765E-01,-3.05429301E-01,+9.95466624E-01,-3.11850317E-01
+4.19899312E+01,+0.00000000E+00,+7.98406323E-01,-3.70288135E-01,+8.80094290E-01,-4.34257452E-01,+9.47572899E-01,-3.05074046E-01,+9.95472034E-01,-3.11473632E-01
+4.20670648E+01,+0.00000000E+00,+7.97946299E-01,-3.70216959E-01,+8.79647027E-01,-4.34404078E-01,+9.47693224E-01,-3.04717780E-01,+9.95477460E-01,-3.11095925E-01
+4.21442923E+01,+0.00000000E+00,+7.97484337E-01,-3.70145982E-01,+8.79198110E-01,-4.34551987E-01,+9.47813742E-01,-3.04360501E-01,+9.95482900E-01,-3.10717195E-01
+4.22216141E+01,+0.00000000E+00,+7.97020426E-01,-3.70075208E-01,+8.78747528E-01,-4.34701190E-01,+9.47934452E-01,-3.04002205E-01,+9.95488355E-01,-3.10337436E-01
+4.22990306E+01,+0.00000000E+00,+7.96554553E-01,-3.70004639E-01,+8.78295274E-01,-4.34851700E-01,+9.48055354E-01,-3.03642887E-01,+9.95493826E-01,-3.09956645E-01
+4.23765425E+01,+0.00000000E+00,+7.96086705E-01,-3.69934279E-01,+8.77841336E-01,-4.35003528E-01,+9.48176448E-01,-3.03282543E-01,+9.95499311E-01,-3.09574819E-01
+4.24541502E+01,+0.00000000E+00,+7.95616869E-01,-3.69864131E-01,+8.77385707E-01,-4.35156688E-01,+9.48297735E-01,-3.02921171E-01,+9.95504812E-01,-3.09191954E-01
+4.25318542E+01,+0.00000000E+00,+7.95145033E-01,-3.69794198E-01,+8.76928374E-01,-4.35311191E-01,+9.48419214E-01,-3.02558765E-01,+9.95510327E-01,-3.08808045E-01
+4.26096549E+01,+0.00000000E+00,+7.94671184E-01,-3.69724484E-01,+8.76469329E-01,-4.35467051E-01,+9.48540886E-01,-3.02195321E-01,+9.95515858E-01,-3.08423088E-01
+4.26875530E+01,+0.00000000E+00,+7.94195308E-01,-3.69654992E-01,+8.76008562E-01,-4.35624280E-01,+9.48662750E-01,-3.01830837E-01,+9.95521405E-01,-3.08037081E-01
+4.27655489E+01,+0.00000000E+00,+7.93717393E-01,-3.69585725E-01,+8.75546063E-01,-4.35782891E-01,+9.48784807E-01,-3.01465306E-01,+9.95526967E-01,-3.07650018E-01
+4.28436430E+01,+0.00000000E+00,+7.93237424E-01,-3.69516687E-01,+8.75081820E-01,-4.35942898E-01,+9.48907057E-01,-3.01098727E-01,+9.95532544E-01,-3.07261897E-01
+4.29218361E+01,+0.00000000E+00,+7.92755388E-01,-3.69447881E-01,+8.74615825E-01,-4.36104313E-01,+9.49029500E-01,-3.00731093E-01,+9.95538136E-01,-3.06872712E-01
+4.30001285E+01,+0.00000000E+00,+7.92271271E-01,-3.69379311E-01,+8.74148067E-01,-4.36267150E-01,+9.49152135E-01,-3.00362401E-01,+9.95543745E-01,-3.06482460E-01
+4.30785208E+01,+0.00000000E+00,+7.91785060E-01,-3.69310979E-01,+8.73678534E-01,-4.36431423E-01,+9.49274964E-01,-2.99992648E-01,+9.95549369E-01,-3.06091136E-01
+4.31570135E+01,+0.00000000E+00,+7.91296741E-01,-3.69242890E-01,+8.73207217E-01,-4.36597146E-01,+9.49397986E-01,-2.99621828E-01,+9.95555008E-01,-3.05698738E-01
+4.32356071E+01,+0.00000000E+00,+7.90806298E-01,-3.69175048E-01,+8.72734105E-01,-4.36764332E-01,+9.49521201E-01,-2.99249937E-01,+9.95560664E-01,-3.05305259E-01
+4.33143023E+01,+0.00000000E+00,+7.90313719E-01,-3.69107455E-01,+8.72259186E-01,-4.36932995E-01,+9.49644609E-01,-2.98876971E-01,+9.95566335E-01,-3.04910697E-01
+4.33930995E+01,+0.00000000E+00,+7.89818989E-01,-3.69040116E-01,+8.71782451E-01,-4.37103150E-01,+9.49768211E-01,-2.98502926E-01,+9.95572022E-01,-3.04515048E-01
+4.34719993E+01,+0.00000000E+00,+7.89322092E-01,-3.68973033E-01,+8.71303888E-01,-4.37274812E-01,+9.49892006E-01,-2.98127798E-01,+9.95577725E-01,-3.04118306E-01
+4.35510022E+01,+0.00000000E+00,+7.88823015E-01,-3.68906212E-01,+8.70823485E-01,-4.37447994E-01,+9.50015995E-01,-2.97751581E-01,+9.95583444E-01,-3.03720467E-01
